ФИО,ГодРождения,ГодСмерти,ЧислоДетей
Иванов Иван Юрьевич,1890,1939,13
Лебедев Артем Дмитриевич,1878,1980,6
Кузнецов Алексей Васильевич,1894,1961,2
Фролов Артем Андреевич,1810,1883,7
Новиков Андрей Алексеевич,1817,1953,10
Иванов Петр Федорович,1909,1965,2
Кузнецов Юрий Николаевич,1860,1878,9
Петров Алексей Дмитриевич,1831,1932,1
Смирнов Петр Сергеевич,1808,1962,14
Смирнов Андрей Сергеевич,1808,1939,4
Новиков Алексей Васильевич,1845,1958,7
Волков Юрий Васильевич,1867,1996,12
Кузнецов Владимир Андреевич,1905,1989,11
Волков Дмитрий Юрьевич,1904,1927,3
Кузнецов Владимир Андреевич,1908,1980,4
Сидоров Иван Васильевич,1854,1922,5
Сидоров Никита Васильевич,1838,1859,6
Новиков Иван Юрьевич,1858,1919,14
Фролов Дмитрий Сергеевич,1816,1827,1
Сидоров Никита Иванович,2008,2022,11
Иванов Владимир Васильевич,1925,1928,7
Волков Иван Петрович,1872,1998,5
Попов Владимир Федорович,1899,1923,3
Иванов Владимир Андреевич,1843,1897,11
Петров Иван Юрьевич,1892,1996,14
Новиков Алексей Андреевич,1988,2002,5
Волков Петр Николаевич,1848,1859,13
Фролов Артем Петрович,1892,1909,5
Фролов Юрий Сергеевич,1821,1887,14
Кузнецов Петр Иванович,1833,1853,2
Кузнецов Юрий Николаевич,1803,2015,12
Кузнецов Алексей Дмитриевич,1945,1975,13
Фролов Никита Алексеевич,1891,1940,0
Иванов Иван Сергеевич,1939,1997,7
Попов Петр Иванович,1833,1872,7
Иванов Владимир Васильевич,1961,2007,9
Иванов Юрий Дмитриевич,1819,1918,4
Сидоров Андрей Алексеевич,1934,2009,10
Новиков Юрий Алексеевич,1855,2022,10
Иванов Никита Дмитриевич,1827,1893,10
Лебедев Андрей Андреевич,1814,1869,3
Сидоров Андрей Алексеевич,1938,1948,13
Попов Артем Дмитриевич,1915,1981,12
Петров Дмитрий Николаевич,1808,2000,0
Сидоров Петр Николаевич,1882,1925,13
Смирнов Андрей Иванович,1865,1955,4
Лебедев Андрей Васильевич,1804,1982,9
Иванов Алексей Дмитриевич,1802,1930,10
Сидоров Никита Иванович,1905,1970,14
Кузнецов Владимир Юрьевич,1909,1918,6
Иванов Артем Дмитриевич,1822,1954,14
Лебедев Сергей Петрович,1997,1999,4
Смирнов Дмитрий Николаевич,1888,1932,11
Сидоров Иван Дмитриевич,1836,1977,9
Лебедев Сергей Алексеевич,1809,1816,5
Сидоров Юрий Федорович,1809,1918,12
Петров Юрий Дмитриевич,1850,1923,9
Волков Дмитрий Иванович,1878,1933,13
Попов Иван Сергеевич,1821,1911,11
Кузнецов Артем Федорович,1930,1971,13
Сидоров Алексей Дмитриевич,1895,1972,5
Волков Алексей Андреевич,1836,1917,14
Иванов Алексей Алексеевич,1875,1897,11
Попов Владимир Дмитриевич,1927,1986,12
Смирнов Владимир Дмитриевич,1856,1875,13
Лебедев Юрий Андреевич,1809,1817,11
Сидоров Владимир Дмитриевич,1902,2004,0
Новиков Алексей Петрович,1823,1838,9
Кузнецов Никита Юрьевич,1802,1872,1
Кузнецов Сергей Петрович,1893,1991,4
Фролов Сергей Федорович,1810,1842,7
Фролов Алексей Андреевич,1894,2004,6
Новиков Петр Федорович,1957,1976,1
Кузнецов Алексей Иванович,1873,1928,7
Иванов Петр Николаевич,1943,2010,10
Кузнецов Никита Алексеевич,1838,1940,13
Попов Дмитрий Алексеевич,1939,1961,0
Новиков Владимир Федорович,1904,2008,1
Лебедев Андрей Андреевич,1981,2010,11
Иванов Артем Васильевич,1842,1985,5
Новиков Никита Николаевич,1849,1988,2
Иванов Петр Васильевич,1949,1998,3
Фролов Иван Сергеевич,1980,1985,1
Кузнецов Сергей Алексеевич,1807,1838,2
Петров Сергей Николаевич,1815,1880,2
Лебедев Алексей Петрович,2007,2007,6
Новиков Юрий Дмитриевич,1805,1953,6
Лебедев Юрий Васильевич,1990,2016,2
Лебедев Владимир Сергеевич,1906,1972,12
Попов Алексей Федорович,1841,1857,11
Смирнов Сергей Николаевич,1847,1924,14
Лебедев Иван Андреевич,1930,1991,12
Кузнецов Андрей Васильевич,1885,2004,1
Попов Владимир Андреевич,1944,1969,10
Фролов Владимир Алексеевич,1825,1855,8
Лебедев Никита Васильевич,1861,2004,7
Петров Артем Федорович,1810,1828,4
Попов Алексей Дмитриевич,1899,1936,6
Сидоров Артем Иванович,1851,1984,0
Петров Иван Николаевич,1895,1928,1
Волков Владимир Сергеевич,1868,2006,2
Кузнецов Никита Васильевич,1912,2012,3
Петров Никита Андреевич,1917,1934,3
Петров Алексей Федорович,1819,1974,8
Волков Дмитрий Сергеевич,1973,1994,1
Сидоров Артем Петрович,1864,1912,14
Новиков Юрий Васильевич,1916,1940,1
Новиков Владимир Дмитриевич,1812,1843,5
Новиков Владимир Дмитриевич,1969,2014,1
Фролов Дмитрий Васильевич,1809,1836,4
Иванов Дмитрий Дмитриевич,1838,2009,10
Иванов Андрей Николаевич,1986,2013,14
Иванов Никита Юрьевич,1856,1878,13
Фролов Андрей Петрович,1888,1928,10
Фролов Сергей Петрович,1817,1875,10
Кузнецов Петр Федорович,1856,1953,11
Новиков Андрей Иванович,1957,1970,5
Волков Артем Петрович,1811,1945,3
Смирнов Дмитрий Федорович,1881,1985,9
Петров Сергей Алексеевич,1853,1872,4
Кузнецов Юрий Алексеевич,1827,1840,9
Кузнецов Андрей Алексеевич,1894,2018,13
Попов Никита Петрович,1968,2020,11
Кузнецов Петр Юрьевич,1938,2008,6
Попов Сергей Сергеевич,1882,1968,10
Новиков Сергей Николаевич,1829,1833,0
Иванов Алексей Васильевич,1895,1995,14
Кузнецов Никита Алексеевич,1801,1810,9
Фролов Петр Федорович,1914,1934,14
Кузнецов Юрий Петрович,1915,1978,11
Фролов Андрей Юрьевич,1837,1919,14
Петров Андрей Петрович,1811,1945,10
Смирнов Владимир Дмитриевич,1860,1902,4
Волков Дмитрий Дмитриевич,1857,1879,9
Фролов Сергей Федорович,1822,1945,2
Волков Юрий Николаевич,1860,1882,9
Иванов Юрий Андреевич,1837,1965,7
Новиков Владимир Иванович,1852,1931,0
Смирнов Сергей Алексеевич,1879,1893,5
Смирнов Сергей Федорович,1810,1937,2
Петров Дмитрий Иванович,1890,1971,11
Фролов Дмитрий Иванович,1811,1834,3
Иванов Никита Васильевич,1868,1959,10
Фролов Петр Юрьевич,1831,1963,4
Смирнов Дмитрий Васильевич,1831,1987,2
Петров Владимир Алексеевич,1891,2021,2
Иванов Артем Сергеевич,1958,1975,8
Иванов Петр Андреевич,1838,1967,14
Смирнов Сергей Юрьевич,1820,1943,12
