ФИО,ГодРождения,ГодСмерти,ЧислоДетей
Смирнов Владимир Васильевич,1812,1903,10
Иванов Алексей Сергеевич,1815,1860,7
Волков Сергей Дмитриевич,1817,1866,3
Сидоров Дмитрий Дмитриевич,1854,2011,10
Лебедев Дмитрий Юрьевич,1934,1998,5
Смирнов Алексей Петрович,1821,1878,8
Кузнецов Артем Иванович,1809,1826,7
Кузнецов Владимир Сергеевич,1913,1973,7
Сидоров Андрей Иванович,1813,1874,3
Волков Сергей Николаевич,1822,1936,1
Фролов Владимир Юрьевич,1966,1979,12
Фролов Дмитрий Федорович,1919,1992,13
Кузнецов Петр Васильевич,1948,1992,13
Сидоров Дмитрий Сергеевич,1880,1972,5
Волков Никита Андреевич,1888,1928,0
Сидоров Владимир Николаевич,1878,1951,14
Новиков Никита Петрович,1944,1958,10
Попов Артем Дмитриевич,1801,2005,1
Кузнецов Никита Николаевич,1811,1812,10
Попов Никита Алексеевич,1933,1990,8
Кузнецов Петр Иванович,1839,1952,3
Петров Никита Дмитриевич,1912,2004,7
Смирнов Юрий Алексеевич,1931,1956,5
Лебедев Никита Федорович,1994,2002,11
Новиков Петр Юрьевич,1804,1826,5
Петров Петр Алексеевич,1913,1952,5
Сидоров Дмитрий Иванович,1882,1928,1
Попов Никита Петрович,1845,1876,3
Новиков Дмитрий Алексеевич,1803,1883,2
Попов Иван Сергеевич,1832,1945,2
Попов Иван Федорович,1826,1985,12
Сидоров Владимир Сергеевич,1887,1977,9
Новиков Петр Иванович,1897,1974,13
Новиков Сергей Васильевич,1833,1882,5
Фролов Андрей Андреевич,1888,1892,8
Попов Юрий Сергеевич,1873,1904,11
Сидоров Владимир Юрьевич,1868,1893,8
Смирнов Алексей Васильевич,1957,2008,8
Лебедев Сергей Николаевич,1846,1981,11
Лебедев Дмитрий Андреевич,1850,2017,2
Петров Андрей Федорович,1857,1907,13
Фролов Андрей Алексеевич,1854,1869,5
Иванов Алексей Дмитриевич,1835,1950,4
Кузнецов Петр Петрович,1865,2005,10
Кузнецов Иван Дмитриевич,1820,1886,14
Сидоров Дмитрий Алексеевич,1819,1978,8
Петров Юрий Васильевич,1836,1964,2
Петров Артем Иванович,1877,1942,2
Кузнецов Сергей Дмитриевич,1936,1938,10
Кузнецов Петр Федорович,1828,2004,2
Лебедев Петр Николаевич,1849,1923,4
Кузнецов Никита Сергеевич,1807,2009,6
Кузнецов Петр Алексеевич,1802,1881,11
Новиков Никита Андреевич,1887,1984,0
Волков Иван Алексеевич,1922,1954,8
Волков Алексей Сергеевич,1875,1924,0
Волков Артем Николаевич,1936,1993,13
Лебедев Петр Николаевич,1981,1994,12
Лебедев Дмитрий Федорович,1898,1989,11
Фролов Андрей Иванович,1919,2013,1
Лебедев Владимир Васильевич,1896,1962,7
Лебедев Андрей Николаевич,1899,1919,9
Попов Дмитрий Петрович,1873,1955,13
Кузнецов Иван Андреевич,1909,1986,11
Кузнецов Петр Сергеевич,1933,2018,5
Сидоров Петр Николаевич,1928,1935,1
Петров Андрей Иванович,1977,1980,9
Кузнецов Дмитрий Сергеевич,1977,1994,7
Кузнецов Петр Николаевич,1913,1926,3
Сидоров Юрий Петрович,1831,1940,14
Петров Петр Петрович,1899,1991,7
Фролов Юрий Алексеевич,1875,1896,6
Кузнецов Алексей Дмитриевич,1824,1962,5
Фролов Алексей Петрович,1819,1937,8
Новиков Артем Сергеевич,1893,1904,11
Новиков Иван Дмитриевич,1832,2009,7
Лебедев Петр Алексеевич,1838,1939,1
Сидоров Владимир Федорович,1805,1808,6
Лебедев Артем Федорович,1857,2010,2
Смирнов Сергей Федорович,1809,1983,13
Попов Дмитрий Николаевич,1838,1920,13
Петров Владимир Сергеевич,1848,1961,10
Кузнецов Сергей Федорович,1831,1872,7
Волков Артем Сергеевич,1839,1969,10
Лебедев Андрей Петрович,1866,1954,11
Фролов Никита Васильевич,1912,1978,6
Петров Иван Сергеевич,1883,1975,3
Смирнов Владимир Иванович,1864,1992,11
Попов Владимир Иванович,1970,2020,7
Лебедев Петр Петрович,1915,1931,13
Смирнов Иван Сергеевич,1862,1893,14
Сидоров Сергей Сергеевич,1952,2012,14
Смирнов Дмитрий Дмитриевич,1881,1928,4
Кузнецов Андрей Васильевич,1812,1966,12
Попов Юрий Сергеевич,1805,1991,9
Волков Артем Андреевич,1819,1970,7
Новиков Дмитрий Иванович,1900,1938,13
Смирнов Алексей Алексеевич,1919,2021,3
Кузнецов Петр Юрьевич,1823,1849,12
Иванов Дмитрий Дмитриевич,1852,1909,3
Волков Иван Иванович,1932,1987,0
Новиков Андрей Юрьевич,1851,1897,7
Новиков Сергей Петрович,1941,1972,14
Фролов Дмитрий Юрьевич,1810,1912,3
Новиков Артем Васильевич,1903,1986,13
Попов Владимир Николаевич,1901,1987,5
Петров Петр Дмитриевич,1879,1941,2
Лебедев Юрий Сергеевич,1806,1832,9
Иванов Юрий Алексеевич,1852,1899,11
Фролов Иван Федорович,1844,1849,10
Иванов Сергей Алексеевич,1841,1986,13
Лебедев Петр Сергеевич,1832,1950,1
Попов Петр Алексеевич,1884,2019,9
Иванов Никита Юрьевич,1870,2011,11
Петров Дмитрий Сергеевич,1825,1848,8
Волков Артем Федорович,1904,2021,13
Новиков Сергей Петрович,1835,1950,13
Смирнов Владимир Иванович,1803,1841,12
Смирнов Андрей Алексеевич,1804,1848,3
Новиков Петр Юрьевич,1959,2008,7
Иванов Петр Иванович,1818,1946,11
Фролов Алексей Дмитриевич,2019,2023,6
Волков Андрей Андреевич,1885,1935,14
Петров Владимир Иванович,1896,1921,2
Новиков Алексей Сергеевич,1881,1892,7
Новиков Иван Юрьевич,1908,1940,2
Смирнов Владимир Иванович,1801,1868,8
Фролов Юрий Сергеевич,1836,1924,4
Кузнецов Иван Федорович,1943,2018,11
Новиков Иван Васильевич,1894,1925,11
Сидоров Петр Андреевич,1841,1993,1
Сидоров Андрей Васильевич,1850,1899,0
Смирнов Дмитрий Алексеевич,1840,2012,5
Лебедев Алексей Федорович,1874,1954,11
Кузнецов Владимир Федорович,1806,1992,1
Смирнов Артем Николаевич,1842,1944,6
Смирнов Дмитрий Васильевич,1803,1811,14
Лебедев Артем Алексеевич,1810,1849,3
Фролов Алексей Сергеевич,1867,1944,14
Сидоров Владимир Иванович,1898,1935,14
Новиков Артем Николаевич,1920,1977,10
Новиков Юрий Иванович,1801,1917,9
Волков Андрей Андреевич,1820,1997,2
Новиков Владимир Сергеевич,1800,2022,5
Фролов Юрий Николаевич,1980,1984,1
Лебедев Иван Петрович,1887,1938,9
Волков Никита Васильевич,1817,1834,10
Кузнецов Иван Андреевич,1830,1837,3
Сидоров Андрей Иванович,1878,1884,3
Смирнов Юрий Алексеевич,1818,1820,3
Иванов Юрий Петрович,1879,1918,1
